sha,date,test_file,lang,entry_tool,reducibility,lead_not,pipe,pct_t,pct_S,pct_brace,split_file,split_input_file,verify_diagnostics,shell_and,redirect,run_line
016f7c0a1e22,2026-03-03,test/Conversion/HWToBTOR2/errors.mlir,.mlir,circt-opt,direct,0,0,0,0,0,0,1,1,0,0,circt-opt %s --convert-hw-to-btor2 --verify-diagnostics --split-input-file -o /dev/null
115a3111e2ce,2026-03-02,test/Dialect/RTG/Transform/elaboration.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,1,0,0,circt-opt --rtg-elaborate=seed=0 --split-input-file --verify-diagnostics --mlir-print-debuginfo --mlir-print-local-scope %s | FileCheck %s
11cc66244ceb,2026-02-26,test/Conversion/DatapathToComb/datapath-to-comb.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt %s --pass-pipeline=""builtin.module(hw.module(convert-datapath-to-comb))"" | FileCheck %s"
11cc66244ceb,2026-02-26,test/Conversion/DatapathToComb/datapath-to-comb.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt %s --pass-pipeline=""builtin.module(hw.module(convert-datapath-to-comb{lower-compress-to-add=true}))"" | FileCheck %s --check-prefix=TO-ADD"
11cc66244ceb,2026-02-26,test/Conversion/DatapathToComb/datapath-to-comb.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt %s --pass-pipeline=""builtin.module(hw.module(convert-datapath-to-comb{lower-partial-product-to-booth=true}, canonicalize))"" | FileCheck %s --check-prefix=FORCE-BOOTH"
11cc66244ceb,2026-02-26,test/Conversion/DatapathToComb/datapath-to-comb.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt %s --pass-pipeline=""builtin.module(hw.module(convert-datapath-to-comb{timing-aware=true}))"" | FileCheck %s --check-prefix=TIMING"
a0ddbccf04f5,2026-02-26,test/Dialect/FIRRTL/lower-open-aggs.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,"circt-opt --pass-pipeline=""builtin.module(firrtl.circuit(firrtl-lower-open-aggs))"" %s --split-input-file | FileCheck %s --implicit-check-not=openvector --implicit-check-not=openbundle --implicit-check-not=opensub"
c1ef24514cea,2026-02-23,test/Dialect/Comb/canonicalization.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s -canonicalize='top-down=true region-simplify=disabled' --allow-unregistered-dialect | FileCheck %s
0e9f82038b32,2026-02-22,test/Dialect/FIRRTL/lower-layers.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -firrtl-lower-layers -split-input-file %s | FileCheck %s
73e28e09a3b5,2026-02-21,test/Conversion/CalyxToHW/pipeline-clock.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt --split-input-file -lower-calyx-to-hw %s | FileCheck %s
b2ab3aff00ca,2026-02-19,test/Dialect/FIRRTL/dedup.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt --firrtl-dedup %s | FileCheck %s
10fbfc9b17ac,2026-02-19,test/Dialect/FIRRTL/Reduction/module-port-pruner-probe.mlir,.mlir,circt-reduce,direct,0,1,0,0,0,0,0,0,0,0,circt-reduce %s --test /usr/bin/env --test-arg true --keep-best=0 --include module-port-pruner | FileCheck %s
3b30c823b829,2026-02-14,test/Conversion/HandshakeToHW/test_buffer.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -lower-handshake-to-hw --split-input-file %s | FileCheck %s
3b30c823b829,2026-02-14,test/Conversion/HandshakeToHW/test_cmerge.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -lower-handshake-to-hw -split-input-file %s | FileCheck %s
3b30c823b829,2026-02-14,test/Conversion/HandshakeToHW/test_cond_br.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -split-input-file -lower-handshake-to-hw %s | FileCheck %s
3b30c823b829,2026-02-14,test/Conversion/HandshakeToHW/test_constant.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -lower-handshake-to-hw -split-input-file %s | FileCheck %s
3b30c823b829,2026-02-14,test/Conversion/HandshakeToHW/test_fork.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -lower-handshake-to-hw -split-input-file %s | FileCheck %s
3b30c823b829,2026-02-14,test/Conversion/HandshakeToHW/test_join.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -lower-handshake-to-hw -split-input-file %s | FileCheck %s
3b30c823b829,2026-02-14,test/Conversion/HandshakeToHW/test_simple_loop.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -lower-handshake-to-hw -split-input-file %s | FileCheck %s
3b30c823b829,2026-02-14,test/Conversion/HandshakeToHW/test_source.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt -lower-handshake-to-hw %s | FileCheck %s
3b30c823b829,2026-02-14,test/Conversion/HandshakeToHW/test_sync.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -lower-handshake-to-hw -split-input-file %s | FileCheck %s
f9b8bd46511d,2026-02-09,test/Dialect/HW/typedecls.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s | circt-opt | FileCheck %s
ef82ef1b1e33,2026-02-03,test/Dialect/FIRRTL/canonicalization.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt -canonicalize='top-down=true region-simplify=aggressive' %s | FileCheck %s
db9b1154c414,2026-02-02,test/Dialect/FIRRTL/remove-unused-ports.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-remove-unused-ports))' %s -split-input-file | FileCheck %s
010d18b95ff2,2026-02-02,test/Dialect/FIRRTL/Reduction/extmodule-instance-remover.mlir,.mlir,circt-reduce,direct,0,1,0,0,0,0,0,0,0,0,circt-reduce %s --test /usr/bin/env --test-arg true --keep-best=0 --include extmodule-instance-remover | FileCheck %s
0de87ef355e6,2026-02-02,test/Dialect/FIRRTL/Reduction/instance-stubber.mlir,.mlir,circt-reduce,direct,0,1,0,0,0,0,0,0,0,0,circt-reduce %s --test /usr/bin/true --include instance-stubber | FileCheck %s
b7d165dedca7,2026-02-02,test/circt-reduce/name-sanitizer.mlir,.mlir,circt-reduce,direct,0,1,0,0,0,0,0,0,0,0,circt-reduce %s --include=module-internal-name-sanitizer --include=module-name-sanitizer --test /usr/bin/env --test-arg true --keep-best=0 | FileCheck %s
d3c93988fd68,2026-02-02,test/Dialect/FIRRTL/Reduction/connect-forwarder.mlir,.mlir,circt-reduce,direct,0,1,0,0,0,0,0,0,0,0,circt-reduce %s --test /usr/bin/env --test-arg true --keep-best=0 --include connect-forwarder | FileCheck %s
e36f5695723e,2026-01-30,test/Dialect/FIRRTL/canonicalization.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt -canonicalize='top-down=true region-simplify=aggressive' %s | FileCheck %s
db50d3131cec,2026-01-30,test/Dialect/LLHD/Transforms/mem2reg.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt --llhd-mem2reg %s | FileCheck %s
89778e1bebd3,2026-01-30,test/Conversion/ImportVerilog/errors.sv,.sv,circt-translate,lift-circt-verilog,0,0,0,0,0,0,1,1,0,0,circt-translate --import-verilog --verify-diagnostics --split-input-file %s
2fdae8fcfef5,2026-01-30,integration_test/arcilator/JIT/runtime-vcd-nochange.mlir,.mlir,arcilator,direct,0,1,1,0,0,0,0,0,1,0,arcilator %s --run --jit-entry=main --jit-vcd-file=%t && cat %t | FileCheck %s --match-full-lines --check-prefix VCD
3086bac387d1,2026-01-29,test/Conversion/ImportVerilog/builtins.sv,.sv,circt-translate,lift-circt-verilog,0,1,0,0,0,0,0,0,0,0,circt-translate --import-verilog %s | FileCheck %s
3086bac387d1,2026-01-29,test/Conversion/ImportVerilog/builtins.sv,.sv,circt-verilog,lift-circt-verilog,0,0,0,0,0,0,0,0,0,0,circt-verilog --ir-moore %s
3086bac387d1,2026-01-29,test/Conversion/ImportVerilog/errors.sv,.sv,circt-translate,lift-circt-verilog,0,0,0,0,0,0,1,1,0,0,circt-translate --import-verilog --verify-diagnostics --split-input-file %s
b476431e74ec,2026-01-29,test/Dialect/Synth/longest-paths.mlir,.mlir,circt-opt,direct,0,0,0,0,0,0,1,1,0,0,circt-opt %s --split-input-file --pass-pipeline='builtin.module(synth-print-longest-path-analysis{test=true})' --verify-diagnostics
4c4a16553aa3,2026-01-26,test/Conversion/ImportVerilog/classes.sv,.sv,circt-translate,lift-circt-verilog,0,1,0,0,0,0,0,0,0,0,circt-translate --import-verilog %s | FileCheck %s
4c4a16553aa3,2026-01-26,test/Conversion/ImportVerilog/classes.sv,.sv,circt-verilog,lift-circt-verilog,0,0,0,0,0,0,0,0,0,0,circt-verilog --ir-moore %s
142c02c65dca,2026-01-24,test/Dialect/FIRRTL/lower-domains.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt --pass-pipeline='builtin.module(firrtl.circuit(firrtl-lower-domains))' --split-input-file %s | FileCheck --implicit-check-not firrtl.domain --implicit-check-not unrealized_conversion_cast %s
380a44a69243,2026-01-17,test/Dialect/FIRRTL/infer-resets-errors.mlir,.mlir,circt-opt,direct,0,0,0,0,0,0,1,1,0,0,circt-opt --pass-pipeline='builtin.module(firrtl.circuit(firrtl-infer-resets))' --verify-diagnostics --split-input-file %s
380a44a69243,2026-01-17,test/Dialect/FIRRTL/infer-resets.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,1,0,0,circt-opt --pass-pipeline='builtin.module(firrtl.circuit(firrtl-infer-resets))' --verify-diagnostics --split-input-file %s | FileCheck %s
242b4a2959dc,2026-01-12,test/Dialect/LLHD/Transforms/hoist-signals.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt --llhd-hoist-signals %s | FileCheck %s
9fe788f13100,2026-01-06,test/Dialect/FIRRTL/lower-memory.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt -firrtl-lower-memory %s | FileCheck %s
b79ae60f6c43,2025-12-29,test/Dialect/FIRRTL/lower-signatures.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-lower-signatures))' %s | FileCheck --check-prefixes=CHECK %s
b79ae60f6c43,2025-12-29,test/Dialect/FIRRTL/lower-signatures.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-lower-signatures))' --mlir-print-debuginfo %s | FileCheck --check-prefixes=CHECK-LOC %s
db06bf66d7f6,2025-12-27,test/Dialect/FIRRTL/lower-types.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-lower-types))' --allow-unregistered-dialect %s | FileCheck --check-prefixes=CHECK,LT,COMMON %s"
db06bf66d7f6,2025-12-27,test/Dialect/FIRRTL/lower-types.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-lower-types{preserve-aggregate=all}))' --allow-unregistered-dialect %s | FileCheck --check-prefixes=AGGREGATE,LT,COMMON %s"
db06bf66d7f6,2025-12-27,test/Dialect/FIRRTL/lower-types.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-lower-signatures))' --allow-unregistered-dialect %s | FileCheck --check-prefixes=SIG,COMMON %s"
a0f3eb4086bc,2025-12-16,test/Dialect/LLHD/Transforms/hoist-signals.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt --llhd-hoist-signals %s | FileCheck %s
394cc2beb238,2025-12-15,integration_test/Dialect/ESI/runtime/loopback.mlir,.mlir,other,direct,0,0,1,0,0,0,0,0,1,0,rm -rf %t6 && mkdir %t6 && cd %t6
394cc2beb238,2025-12-15,integration_test/Dialect/ESI/runtime/loopback.mlir,.mlir,other,direct,0,0,0,0,0,0,0,0,1,0,mkdir hw && cd hw
394cc2beb238,2025-12-15,integration_test/Dialect/ESI/runtime/loopback.mlir,.mlir,circt-opt,direct,0,0,1,0,0,0,0,0,0,0,circt-opt %s --esi-connect-services --esi-appid-hier=top=top --esi-build-manifest=top=top --esi-clean-metadata --lower-esi-to-physical --lower-esi-bundles --lower-esi-ports --lower-esi-to-hw=platform=cosim --lower-seq-to-sv --lower-hwarith-to-hw --canonicalize --export-split-verilog -o %t3.mlir
394cc2beb238,2025-12-15,integration_test/Dialect/ESI/runtime/loopback.mlir,.mlir,other,direct,0,0,0,0,0,0,0,0,0,0,cd ..
394cc2beb238,2025-12-15,integration_test/Dialect/ESI/runtime/loopback.mlir,.mlir,other,direct,0,1,1,0,0,0,0,0,0,0,esiquery trace w:%t6/hw/esi_system_manifest.json info | FileCheck %s --check-prefix=QUERY-INFO
394cc2beb238,2025-12-15,integration_test/Dialect/ESI/runtime/loopback.mlir,.mlir,other,direct,0,1,1,0,0,0,0,0,0,0,esiquery trace w:%t6/hw/esi_system_manifest.json hier | FileCheck %s --check-prefix=QUERY-HIER
394cc2beb238,2025-12-15,integration_test/Dialect/ESI/runtime/loopback.mlir,.mlir,other,direct,0,0,1,0,0,0,0,0,0,0,cp %esi_prims %t6/hw
394cc2beb238,2025-12-15,integration_test/Dialect/ESI/runtime/loopback.mlir,.mlir,other,direct,0,0,1,0,0,0,0,0,0,0,esi-cosim.py --source %t6/hw --top top -- %python %s.py cosim env
394cc2beb238,2025-12-15,integration_test/Dialect/ESI/runtime/loopback.mlir,.mlir,other,direct,0,0,1,0,0,0,0,0,0,0,%python -m esiaccel.codegen --file %t6/hw/esi_system_manifest.json --output-dir %t6/include/loopback/
394cc2beb238,2025-12-15,integration_test/Dialect/ESI/runtime/loopback.mlir,.mlir,other,direct,0,0,1,0,0,0,0,0,0,0,%host_cxx -I %t6/include %s.cpp -o %t6/test
394cc2beb238,2025-12-15,integration_test/Dialect/ESI/runtime/loopback.mlir,.mlir,other,direct,0,1,1,0,0,0,0,0,0,0,%t6/test | FileCheck %s --check-prefix=CPP-TEST
394cc2beb238,2025-12-15,integration_test/Dialect/ESI/runtime/loopback.mlir,.mlir,other,direct,0,0,1,0,0,0,0,0,0,0,FileCheck %s --check-prefix=LOOPBACK-H --input-file %t6/include/loopback/LoopbackIP.h
394cc2beb238,2025-12-15,integration_test/Dialect/ESI/runtime/loopback.mlir,.mlir,other,direct,0,0,1,0,0,0,0,0,0,0,esi-cosim.py --source %t6 --top top -- %python -m esiaccel.codegen --platform cosim --connection env --output-dir %t6/include/loopback/
394cc2beb238,2025-12-15,integration_test/Dialect/ESI/runtime/loopback.mlir,.mlir,other,direct,0,0,1,0,0,0,0,0,0,0,%host_cxx -I %t6/include %s.cpp -o %t6/test
394cc2beb238,2025-12-15,integration_test/Dialect/ESI/runtime/loopback.mlir,.mlir,other,direct,0,1,1,0,0,0,0,0,0,0,%t6/test | FileCheck %s --check-prefix=CPP-TEST
ad277c6bdbff,2025-12-11,test/Dialect/FIRRTL/dedup.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt --firrtl-dedup %s | FileCheck %s
bf970671340c,2025-12-05,test/Conversion/ExportVerilog/hw-dialect.mlir,.mlir,circt-opt,direct,0,1,1,0,0,0,0,1,0,0,"circt-opt %s --test-apply-lowering-options='options=emittedLineLength=100,emitBindComments' -export-verilog -verify-diagnostics -o %t.mlir | FileCheck %s"
3777d1550908,2025-12-02,test/Dialect/HW/canonicalization.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt -canonicalize='top-down=true region-simplify=aggressive' %s | FileCheck %s
dc45595e7e80,2025-11-28,test/Dialect/Synth/canonicalizer.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s --canonicalize | FileCheck %s
f5f5a6567ca5,2025-11-27,test/Dialect/Comb/canonicalization.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s -canonicalize='top-down=true region-simplify=disabled' --allow-unregistered-dialect | FileCheck %s
fa7eb12bf52d,2025-11-27,test/Transforms/switch-to-if.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -split-input-file --switch-to-if %s | FileCheck %s
61b1c871234e,2025-11-24,test/Conversion/MooreToCore/basic.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,1,0,0,circt-opt %s --convert-moore-to-core --verify-diagnostics | FileCheck %s
351189822e33,2025-11-20,test/Dialect/ESI/windows.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s --verify-roundtrip | FileCheck %s
351189822e33,2025-11-20,test/Dialect/ESI/windows.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s  --lower-esi-ports --lower-esi-to-hw --lower-esi-types --verify-roundtrip | FileCheck %s --check-prefix=LOW
91872b228b74,2025-11-07,test/Conversion/FIRRTLToHW/lower-to-hw-verbatim-blackbox.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,1,0,0,circt-opt -lower-firrtl-to-hw %s -verify-diagnostics | FileCheck %s
7cf1c5cf263b,2025-11-05,test/Conversion/ImportVerilog/classes.sv,.sv,circt-translate,lift-circt-verilog,0,1,0,0,0,0,0,0,0,0,circt-translate --import-verilog %s | FileCheck %s
7cf1c5cf263b,2025-11-05,test/Conversion/ImportVerilog/classes.sv,.sv,circt-verilog,lift-circt-verilog,0,0,0,0,0,0,0,0,0,0,circt-verilog --ir-moore %s
baefacd3881f,2025-11-03,test/Dialect/RTG/Transform/elaboration.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,1,0,0,circt-opt --rtg-elaborate=seed=0 --split-input-file --verify-diagnostics %s | FileCheck %s
6bfecf76581d,2025-10-31,test/Conversion/ImportVerilog/basic.sv,.sv,circt-translate,lift-circt-verilog,0,1,0,0,0,0,0,0,0,0,circt-translate --import-verilog %s | FileCheck %s
6bfecf76581d,2025-10-31,test/Conversion/ImportVerilog/basic.sv,.sv,circt-verilog,lift-circt-verilog,0,0,0,0,0,0,0,0,0,0,circt-verilog --ir-moore %s
9dfde5ef309f,2025-10-29,test/Dialect/Comb/canonicalization.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s -canonicalize='top-down=true region-simplify=disabled' --allow-unregistered-dialect | FileCheck %s
a509cfea3101,2025-10-21,test/Dialect/Synth/lower-variadic.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,"circt-opt %s --synth-lower-variadic --split-input-file | FileCheck %s --check-prefixes=COMMON,TIMING"
a509cfea3101,2025-10-21,test/Dialect/Synth/lower-variadic.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,"circt-opt %s --synth-lower-variadic=timing-aware=false --split-input-file | FileCheck %s --check-prefixes=COMMON,NO-TIMING"
0fca2bd7f535,2025-10-20,test/Conversion/ImportVerilog/basic.sv,.sv,circt-translate,lift-circt-verilog,0,1,0,0,0,0,0,0,0,0,circt-translate --import-verilog %s | FileCheck %s
0fca2bd7f535,2025-10-20,test/Conversion/ImportVerilog/basic.sv,.sv,circt-verilog,lift-circt-verilog,0,0,0,0,0,0,0,0,0,0,circt-verilog --ir-moore %s
52e3074ff26b,2025-10-17,test/Dialect/FIRRTL/dedup-errors.mlir,.mlir,circt-opt,direct,0,0,0,0,0,0,1,1,0,0,circt-opt --allow-unregistered-dialect -verify-diagnostics -split-input-file -pass-pipeline='builtin.module(firrtl.circuit(firrtl-dedup))' %s
bdbbd4ba3032,2025-10-16,test/Dialect/Synth/lower-variadic.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt %s --synth-lower-variadic | FileCheck %s --check-prefixes=COMMON,TIMING"
bdbbd4ba3032,2025-10-16,test/Dialect/Synth/lower-variadic.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt %s --synth-lower-variadic=timing-aware=false | FileCheck %s --check-prefixes=COMMON,NO-TIMING"
1bb65bd28415,2025-10-10,test/Dialect/Synth/canonicalizer.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s --canonicalize | FileCheck %s
1286a6c3eca4,2025-10-09,test/Dialect/Comb/canonicalization.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s -canonicalize='top-down=true region-simplify=disabled' --allow-unregistered-dialect | FileCheck %s
ffd1d5eb87e4,2025-09-20,test/Conversion/ImportVerilog/builtins.sv,.sv,circt-translate,lift-circt-verilog,0,1,0,0,0,0,0,0,0,0,circt-translate --import-verilog %s | FileCheck %s
ffd1d5eb87e4,2025-09-20,test/Conversion/ImportVerilog/builtins.sv,.sv,circt-verilog,lift-circt-verilog,0,0,0,0,0,0,0,0,0,0,circt-verilog --ir-moore %s
09f0bbe083a3,2025-09-18,test/Conversion/ImportVerilog/basic.sv,.sv,circt-translate,lift-circt-verilog,0,1,0,0,0,0,0,0,0,0,circt-translate --import-verilog %s | FileCheck %s
09f0bbe083a3,2025-09-18,test/Conversion/ImportVerilog/basic.sv,.sv,circt-verilog,lift-circt-verilog,0,0,0,0,0,0,0,0,0,0,circt-verilog --ir-moore %s
978f392c2b69,2025-09-11,test/Conversion/ImportVerilog/basic.sv,.sv,circt-translate,lift-circt-verilog,0,1,0,0,0,0,0,0,0,0,circt-translate --import-verilog %s | FileCheck %s
978f392c2b69,2025-09-11,test/Conversion/ImportVerilog/basic.sv,.sv,circt-verilog,lift-circt-verilog,0,0,0,0,0,0,0,0,0,0,circt-verilog --ir-moore %s
14511d96a676,2025-08-27,test/Conversion/ExportVerilog/prepare-for-emission.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,1,0,0,circt-opt %s --pass-pipeline='builtin.module(any(prepare-for-emission))' --split-input-file -verify-diagnostics | FileCheck %s
14511d96a676,2025-08-27,test/Conversion/ExportVerilog/prepare-for-emission.mlir,.mlir,circt-opt,direct,0,0,0,0,0,0,1,0,0,0,circt-opt %s --lower-verif-to-sv -export-verilog -split-input-file
a197d6e076c1,2025-08-26,test/circt-synth/path-e2e.mlir,.mlir,circt-synth,direct,0,1,0,0,0,0,0,0,0,0,circt-synth %s -output-longest-path=- -top counter | FileCheck %s
a197d6e076c1,2025-08-26,test/circt-synth/path-e2e.mlir,.mlir,circt-synth,direct,0,1,0,0,0,0,0,0,0,0,circt-synth %s -output-longest-path=- -top counter -output-longest-path-json | FileCheck %s --check-prefix JSON
4d57dc924072,2025-08-18,test/Conversion/HWToLLVM/convert_aggregates.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s --convert-hw-to-llvm --reconcile-unrealized-casts | FileCheck %s
9f021153418e,2025-08-14,test/circt-verilog/redundant-files.sv,.sv,circt-verilog,lift-circt-verilog,0,0,0,0,0,0,0,0,0,0,circt-verilog %s %s
765883a39398,2025-08-12,test/Conversion/ImportVerilog/basic.sv,.sv,circt-translate,lift-circt-verilog,0,1,0,0,0,0,0,0,0,0,circt-translate --import-verilog %s | FileCheck %s
765883a39398,2025-08-12,test/Conversion/ImportVerilog/basic.sv,.sv,circt-verilog,lift-circt-verilog,0,0,0,0,0,0,0,0,0,0,circt-verilog --ir-moore %s
4fa60bb1d2cf,2025-08-11,test/circt-verilog/include/library_module.sv,.sv,other,lift-circt-verilog,0,0,0,0,0,0,0,0,0,0,
4fa60bb1d2cf,2025-08-11,test/circt-verilog/library-locations.sv,.sv,circt-verilog,lift-circt-verilog,0,1,0,1,0,0,0,0,0,0,circt-verilog -y %S/include --mlir-print-debuginfo %s | FileCheck %s
4fa60bb1d2cf,2025-08-11,test/circt-verilog/preprocess-errors.sv,.sv,circt-translate,lift-circt-verilog,0,0,0,0,0,0,1,1,0,0,circt-translate %s --import-verilog --verify-diagnostics --split-input-file
cb22826d27fb,2025-08-06,test/Dialect/LLHD/Transforms/unroll-loops.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt --llhd-unroll-loops %s | FileCheck %s
82a8af4acfea,2025-07-25,test/Dialect/Comb/canonicalization.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s -canonicalize='top-down=true region-simplify=disabled' --allow-unregistered-dialect | FileCheck %s
237f74447515,2025-07-23,test/Dialect/FIRRTL/parse-basic.fir,.fir,circt-translate,lift-firtool,0,1,0,0,0,0,1,1,0,0,circt-translate -import-firrtl -verify-diagnostics -split-input-file %s | circt-opt | FileCheck %s
e80a67d30db4,2025-07-22,test/Conversion/VerifToSMT/verif-to-smt.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt %s --convert-verif-to-smt --reconcile-unrealized-casts -allow-unregistered-dialect --split-input-file | FileCheck %s
e80a67d30db4,2025-07-22,test/Conversion/VerifToSMT/verif-to-smt.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt %s --convert-verif-to-smt=""rising-clocks-only=true"" --reconcile-unrealized-casts -allow-unregistered-dialect | FileCheck %s --check-prefix=CHECK1"
888e6787e4e2,2025-07-21,test/Conversion/FSMToSV/test_basic.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -split-input-file -convert-fsm-to-sv %s | FileCheck %s
dc524e9ea04f,2025-07-20,integration_test/Bindings/Python/dialects/aig.py,other:.py,other,textual-only,0,1,0,0,0,0,0,0,0,0,%PYTHON% %s | FileCheck %s
dc524e9ea04f,2025-07-20,test/Dialect/AIG/longest-paths.mlir,.mlir,circt-opt,direct,0,0,0,0,0,0,1,1,0,0,circt-opt %s --split-input-file --pass-pipeline='builtin.module(aig-print-longest-path-analysis{test=true})' --verify-diagnostics
dc524e9ea04f,2025-07-20,test/circt-synth/path-e2e.mlir,.mlir,circt-synth,direct,0,1,0,0,0,0,0,0,0,0,circt-synth %s -output-longest-path=- -top counter | FileCheck %s
dc524e9ea04f,2025-07-20,test/circt-synth/path-e2e.mlir,.mlir,circt-synth,direct,0,1,0,0,0,0,0,0,0,0,circt-synth %s -output-longest-path=- -top counter -output-longest-path-json | FileCheck %s --check-prefix JSON
24bd19e3cc12,2025-07-19,test/Dialect/RTG/Transform/elaboration.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,1,0,0,circt-opt --rtg-elaborate=seed=0 --split-input-file --verify-diagnostics %s | FileCheck %s
47cf87cdcdd3,2025-07-18,test/firtool/annotation-unknown.fir,.fir,firtool,lift-firtool,0,1,0,0,0,0,0,0,0,0,firtool -disable-annotation-unknown %s | FileCheck %s
3e42dbce123a,2025-07-17,test/Dialect/ESI/canonicalizers.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s --canonicalize | FileCheck %s
7df789c3ba70,2025-07-12,test/Dialect/Comb/canonicalization.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s -canonicalize='top-down=true region-simplify=disabled' --allow-unregistered-dialect | FileCheck %s
