sha,date,test_file,lang,entry_tool,reducibility,lead_not,pipe,pct_t,pct_S,pct_brace,split_file,split_input_file,verify_diagnostics,shell_and,redirect,run_line
ece9412ddfe3,2025-07-11,test/Conversion/VerifToSMT/verif-to-smt-errors.mlir,.mlir,circt-opt,direct,0,0,0,0,0,0,1,1,0,0,circt-opt %s --convert-verif-to-smt --split-input-file --verify-diagnostics
ece9412ddfe3,2025-07-11,test/Conversion/VerifToSMT/verif-to-smt.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt %s --convert-verif-to-smt --reconcile-unrealized-casts -allow-unregistered-dialect --split-input-file | FileCheck %s
ece9412ddfe3,2025-07-11,test/Conversion/VerifToSMT/verif-to-smt.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt %s --convert-verif-to-smt=""rising-clocks-only=true"" --reconcile-unrealized-casts -allow-unregistered-dialect | FileCheck %s --check-prefix=CHECK1"
dfa0fe98e99c,2025-07-09,test/Dialect/FIRRTL/inject-dut-hierarchy.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-inject-dut-hier))' -split-input-file %s | FileCheck %s
3df813fd7e65,2025-07-09,test/Conversion/ImportVerilog/basic.sv,.sv,circt-translate,lift-circt-verilog,0,1,0,0,0,0,0,0,0,0,circt-translate --import-verilog %s | FileCheck %s
3df813fd7e65,2025-07-09,test/Conversion/ImportVerilog/basic.sv,.sv,circt-verilog,lift-circt-verilog,0,0,0,0,0,0,0,0,0,0,circt-verilog --ir-moore %s
d77bd7f21dbb,2025-07-02,test/Dialect/AIG/longest-paths.mlir,.mlir,circt-opt,direct,0,0,0,0,0,0,1,1,0,0,circt-opt %s --split-input-file --pass-pipeline='builtin.module(aig-print-longest-path-analysis{test=true})' --verify-diagnostics
81140f6a2c1e,2025-06-30,test/Dialect/FIRRTL/grand-central.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,"circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-grand-central,symbol-dce))' -split-input-file %s | FileCheck %s"
1b810c5d4aed,2025-06-28,test/Dialect/FIRRTL/canonicalization.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt -canonicalize='top-down=true region-simplify=aggressive' %s | FileCheck %s
09a701bb6577,2025-06-22,test/Conversion/ImportAIGER/invalid-index.mlir,.mlir,circt-translate,direct,0,1,0,1,0,0,0,0,0,0,circt-translate --import-aiger %S/invalid-index.aig | FileCheck %s
ca84bb763f34,2025-06-13,test/Dialect/FIRRTL/inject-dut-hierarchy.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -pass-pipeline='builtin.module(firrtl.circuit(firrtl-inject-dut-hier))' -split-input-file %s | FileCheck %s
5da61416c373,2025-06-06,test/Dialect/LLHD/Transforms/combine-drives.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt --llhd-combine-drives %s | FileCheck %s
9be24fbb4939,2025-06-04,test/Dialect/LLHD/Canonicalization/processes.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s -canonicalize | FileCheck %s
ce9146a64ab8,2025-06-03,test/Dialect/Comb/canonicalization.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s -canonicalize='top-down=true region-simplify=disabled' --allow-unregistered-dialect | FileCheck %s
a1d66ba13499,2025-06-02,test/Dialect/LLHD/Transforms/deseq.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt --llhd-deseq %s | FileCheck %s
27fdf5525cdc,2025-05-23,test/Dialect/Arc/inline-arcs.mlir,.mlir,other,direct,0,0,1,0,0,1,0,0,0,0,split-file %s %t
27fdf5525cdc,2025-05-23,test/Dialect/Arc/inline-arcs.mlir,.mlir,circt-opt,direct,0,1,1,0,0,0,0,0,0,0,circt-opt %t/default --arc-inline | FileCheck %t/default
27fdf5525cdc,2025-05-23,test/Dialect/Arc/inline-arcs.mlir,.mlir,circt-opt,direct,0,1,1,0,0,0,0,0,0,0,circt-opt %t/onlyIntoArcs --arc-inline=into-arcs-only=1 | FileCheck %t/onlyIntoArcs
a49186699205,2025-05-21,test/Dialect/LLHD/Transforms/mem2reg.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt --llhd-mem2reg %s | FileCheck %s
a1929a1878d4,2025-04-19,test/Dialect/FIRRTL/round-trip.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt --verify-roundtrip %s | FileCheck %s
bd6949339c41,2025-04-09,test/Conversion/ImportVerilog/basic.sv,.sv,circt-translate,lift-circt-verilog,0,1,0,0,0,0,0,0,0,0,circt-translate --import-verilog %s | FileCheck %s
bd6949339c41,2025-04-09,test/Conversion/ImportVerilog/basic.sv,.sv,circt-verilog,lift-circt-verilog,0,0,0,0,0,0,0,0,0,0,circt-verilog --ir-moore %s
475b936c55e8,2025-03-31,test/Dialect/FIRRTL/parse-basic.fir,.fir,circt-translate,lift-firtool,0,1,0,0,0,0,1,1,0,0,circt-translate -import-firrtl -verify-diagnostics -split-input-file %s | circt-opt | FileCheck %s
475b936c55e8,2025-03-31,test/Dialect/FIRRTL/parse-errors.fir,.fir,circt-translate,lift-firtool,0,0,0,0,0,0,1,1,0,0,circt-translate -import-firrtl -verify-diagnostics --split-input-file %s
ac1184031e20,2025-03-27,test/Dialect/Seq/hw-memsim.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt -hw-memory-sim %s | FileCheck %s --check-prefix COMMON --implicit-check-not sv.attributes
ac1184031e20,2025-03-27,test/Dialect/Seq/hw-memsim.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt -pass-pipeline=""builtin.module(hw-memory-sim{read-enable-mode=ignore})"" %s | FileCheck %s --check-prefixes=COMMON,IGNORE"
ac1184031e20,2025-03-27,test/Dialect/Seq/hw-memsim.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt -pass-pipeline=""builtin.module(hw-memory-sim{read-enable-mode=zero})"" %s | FileCheck %s --check-prefixes=COMMON,ZERO"
ac1184031e20,2025-03-27,test/Dialect/Seq/hw-memsim.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt -pass-pipeline=""builtin.module(hw-memory-sim{add-mux-pragmas})"" %s | FileCheck %s --check-prefixes=COMMON,PRAMGAS"
ac1184031e20,2025-03-27,test/Dialect/Seq/hw-memsim.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt -pass-pipeline=""builtin.module(hw-memory-sim{disable-mem-randomization})"" %s | FileCheck %s --check-prefix COMMON --check-prefix NO-RAND-MEM"
ac1184031e20,2025-03-27,test/Dialect/Seq/hw-memsim.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt -pass-pipeline=""builtin.module(hw-memory-sim{disable-reg-randomization})"" %s | FileCheck %s --check-prefix COMMON --check-prefix NO-RAND-REG"
ac1184031e20,2025-03-27,test/Dialect/Seq/hw-memsim.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt -pass-pipeline=""builtin.module(hw-memory-sim{disable-mem-randomization disable-reg-randomization})"" %s | FileCheck %s --check-prefixes NO-RAND-MEM,NO-RAND-REG"
ac1184031e20,2025-03-27,test/Dialect/Seq/hw-memsim.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,"circt-opt -pass-pipeline=""builtin.module(hw-memory-sim{add-vivado-ram-address-conflict-synthesis-bug-workaround})"" %s | FileCheck %s --check-prefixes=CHECK,COMMON,VIVADO"
9570cdc98d19,2025-03-20,test/Dialect/FIRRTL/canonicalization.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt -canonicalize='top-down=true region-simplify=aggressive' %s | FileCheck %s
9570cdc98d19,2025-03-20,test/firtool/extract-test-code.fir,.fir,firtool,lift-firtool,0,1,0,0,0,0,0,0,0,0,firtool %s -extract-test-code | FileCheck %s
9570cdc98d19,2025-03-20,test/firtool/extract-test-code.fir,.fir,firtool,lift-firtool,0,1,0,0,0,0,0,0,0,0,firtool %s -extract-test-code -etc-disable-instance-extraction | FileCheck %s --check-prefix=DISABLEINSTANCE
9570cdc98d19,2025-03-20,test/firtool/extract-test-code.fir,.fir,firtool,lift-firtool,0,1,0,0,0,0,0,0,0,0,firtool %s -extract-test-code -etc-disable-module-inlining | FileCheck %s --check-prefix=DISABLEMODULE
9570cdc98d19,2025-03-20,test/firtool/layer-merge-across-inlined-submodule.fir,.fir,firtool,lift-firtool,0,1,0,0,0,0,0,0,0,0,firtool %s | FileCheck %s
b08feee25e60,2025-03-06,integration_test/circt-test/contracts.mlir,.mlir,other,direct,0,0,0,0,0,0,0,0,0,0,true
b08feee25e60,2025-03-06,test/Dialect/Verif/lower-contracts.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt --lower-contracts --simplify-assume-eq --canonicalize --cse %s | FileCheck %s
c7c7352daf11,2025-02-27,test/Dialect/Calyx/affine-parallel-unroll.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,1,0,0,circt-opt --affine-parallel-unroll --split-input-file --verify-diagnostics %s | FileCheck %s
3f0aa622f0ca,2025-02-26,test/Dialect/ESI/passes/lower_to_hw_errors.mlir,.mlir,circt-opt,direct,0,0,0,0,0,0,1,1,0,0,circt-opt --lower-esi-to-hw %s --verify-diagnostics --split-input-file
6e93a0e8400d,2025-02-08,test/Conversion/MooreToCore/basic.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,1,0,0,circt-opt %s --convert-moore-to-core --verify-diagnostics | FileCheck %s
8ba4ceaf3764,2025-02-06,test/Dialect/FIRRTL/imdce.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,1,0,0,circt-opt -pass-pipeline='builtin.module(firrtl-imdeadcodeelim)' --split-input-file --verify-diagnostics --allow-unregistered-dialect %s | FileCheck %s
671dec51619c,2025-01-31,test/Dialect/RTG/Transform/elaboration.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,1,0,0,circt-opt --rtg-elaborate=seed=0 --split-input-file --verify-diagnostics %s | FileCheck %s
0cea50e9e7d2,2025-01-25,test/Conversion/SCFToCalyx/convert_simple.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt %s --lower-scf-to-calyx -canonicalize -split-input-file | FileCheck %s
0cea50e9e7d2,2025-01-25,test/Conversion/SCFToCalyx/float_compare.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt %s --lower-scf-to-calyx -canonicalize -split-input-file | FileCheck %s
09790a726509,2025-01-15,test/Conversion/SCFToCalyx/convert_controlflow.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt %s --lower-scf-to-calyx -canonicalize -split-input-file | FileCheck %s
dcf6516ee06b,2025-01-07,test/Conversion/VerifToSMT/bmc-clock-not-first.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s --convert-verif-to-smt --reconcile-unrealized-casts -allow-unregistered-dialect | FileCheck %s
a15654cd5d51,2025-01-04,test/Conversion/HWToBTOR2/comb.mlir,.mlir,circt-opt,direct,0,1,1,0,0,0,0,0,0,0,circt-opt %s --convert-hw-to-btor2 -o %t | FileCheck %s
afa566aabda8,2024-12-31,test/Conversion/ArcToLLVM/lower-arc-to-llvm.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s --lower-arc-to-llvm | FileCheck %s
99826b849987,2024-12-19,test/Conversion/HWArithToHW/test_basic.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -split-input-file -lower-hwarith-to-hw %s | FileCheck %s
54d3dd01a8b7,2024-12-13,test/Dialect/LLHD/Transforms/desequentialization.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt --llhd-desequentialize -canonicalize %s | FileCheck %s
79c2d41904cd,2024-12-04,test/Conversion/ExportVerilog/verilog-basic.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,1,0,0,circt-opt %s -test-apply-lowering-options='options=emitBindComments' -export-verilog -verify-diagnostics | FileCheck %s --strict-whitespace
dcd7c47a9fd0,2024-12-02,test/Conversion/HandshakeToDC/basic.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s --lower-handshake-to-dc | FileCheck %s
0bf454fb46d9,2024-11-21,test/Conversion/SCFToCalyx/convert_simple.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt %s --lower-scf-to-calyx -canonicalize -split-input-file | FileCheck %s
c5f14f1c26e6,2024-11-20,test/Conversion/HWToBTOR2/errors.mlir,.mlir,circt-opt,direct,0,0,0,0,0,0,1,1,0,0,circt-opt %s --convert-hw-to-btor2 --verify-diagnostics --split-input-file -o tmp.mlir
9c3bbcfb27fb,2024-11-20,test/Conversion/HWToBTOR2/comb.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt %s --convert-hw-to-btor2 -o tmp.mlir | FileCheck %s
a50f19e8511e,2024-11-16,test/CAPI/firrtl.c,other:.c,circt-capi-firrtl-test 2>&1 ,textual-only,0,1,0,0,0,0,0,0,0,1,circt-capi-firrtl-test 2>&1 | FileCheck %s
a50f19e8511e,2024-11-16,test/Dialect/FIRRTL/emit-basic.mlir,.mlir,circt-translate,direct,0,0,1,0,0,0,0,1,0,0,circt-translate --export-firrtl --verify-diagnostics %s -o %t
a50f19e8511e,2024-11-16,test/Dialect/FIRRTL/emit-basic.mlir,.mlir,other,direct,0,1,1,0,0,0,0,0,0,0,cat %t | FileCheck %s --strict-whitespace
a50f19e8511e,2024-11-16,test/Dialect/FIRRTL/emit-basic.mlir,.mlir,circt-translate,direct,0,1,1,0,0,0,0,0,0,0,circt-translate --import-firrtl %t --mlir-print-debuginfo | circt-translate --export-firrtl | diff - %t
a50f19e8511e,2024-11-16,test/Dialect/FIRRTL/emit-basic.mlir,.mlir,circt-translate,direct,0,1,1,0,0,0,0,0,0,0,circt-translate --export-firrtl %s --target-line-length=10 | circt-translate --import-firrtl --mlir-print-debuginfo | circt-translate --export-firrtl | diff - %t
a50f19e8511e,2024-11-16,test/Dialect/FIRRTL/emit-basic.mlir,.mlir,circt-translate,direct,0,1,1,0,0,0,0,0,0,0,circt-translate --export-firrtl %s --target-line-length=1000 | circt-translate --import-firrtl --mlir-print-debuginfo | circt-translate --export-firrtl | diff - %t
a50f19e8511e,2024-11-16,test/Dialect/FIRRTL/emit-basic.mlir,.mlir,circt-translate,direct,0,1,0,0,0,0,0,0,0,0,"circt-translate --export-firrtl %s --target-line-length=1000 | FileCheck %s --implicit-check-not ""{{,$}}"" --check-prefix PRETTY"
a50f19e8511e,2024-11-16,test/Dialect/FIRRTL/emit-basic.mlir,.mlir,circt-translate,direct,0,1,0,0,0,0,0,0,0,0,"circt-translate --export-firrtl %s --target-line-length=10 | sed -e 's/ @\[.*\]//' | FileCheck %s --implicit-check-not ""{{^(.{50})}}"" --check-prefix PRETTY"
a50f19e8511e,2024-11-16,test/Dialect/FIRRTL/parse-basic.fir,.fir,circt-translate,lift-firtool,0,1,0,0,0,0,1,1,0,0,circt-translate -import-firrtl -verify-diagnostics -split-input-file %s | circt-opt | FileCheck %s
a50f19e8511e,2024-11-16,test/Dialect/FIRRTL/parse-errors.fir,.fir,circt-translate,lift-firtool,0,0,0,0,0,0,1,1,0,0,circt-translate -import-firrtl -verify-diagnostics --split-input-file %s
a50f19e8511e,2024-11-16,test/firtool/classes-dedupe.fir,.fir,firtool,lift-firtool,0,1,0,0,0,0,0,0,0,0,firtool %s -ir-verilog | FileCheck %s
a50f19e8511e,2024-11-16,test/firtool/instchoice.fir,.fir,firtool,lift-firtool,0,1,0,0,0,0,0,0,0,0,firtool %s --parse-only | FileCheck %s
a7bd275fb9f2,2024-11-01,test/Dialect/FIRRTL/expand-whens.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt --pass-pipeline='builtin.module(firrtl.circuit(any(firrtl-expand-whens)))' %s | FileCheck %s
a7bd275fb9f2,2024-11-01,test/firtool/verif-under-when.fir,.fir,firtool,lift-firtool,0,1,0,0,0,0,0,0,0,0,firtool %s | FileCheck %s
31e4f9eaaede,2024-10-31,test/Transforms/flatten_memref.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,0,circt-opt -split-input-file --flatten-memref %s | FileCheck %s
bcee76272eae,2024-10-21,test/Analysis/firrtl-test-instance-info.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,1,0,0,1,circt-opt %s -test-firrtl-instance-info -split-input-file 2>&1 | FileCheck %s
7fff704e9e84,2024-10-02,test/Dialect/Arc/canonicalizers.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,0,0,0,circt-opt --canonicalize %s | FileCheck %s
337dad583965,2024-09-25,test/Conversion/MooreToCore/basic.mlir,.mlir,circt-opt,direct,0,1,0,0,0,0,0,1,0,0,circt-opt %s --convert-moore-to-core --verify-diagnostics | FileCheck %s
d5314f79fe7a,2024-09-20,test/Conversion/ImportVerilog/basic.sv,.sv,circt-translate,lift-circt-verilog,0,1,0,0,0,0,0,0,0,0,circt-translate --import-verilog %s | FileCheck %s
d5314f79fe7a,2024-09-20,test/Conversion/ImportVerilog/basic.sv,.sv,circt-verilog,lift-circt-verilog,0,0,0,0,0,0,0,0,0,0,circt-verilog --ir-moore %s
